1980 1 1
0.978,-5.12
1.119,-5.532
-0.521,-2.68
-2.421,-5.212
-2.07,-5.35
-1.81,-11.255
0.701,-6.941
-7.262,-13.116
-6.772,-13.375
-0.318,-12.614
4.5,-0.147
-1.749,-9.75
0.71,-7.861
3.699,0.04
4.08,-3.14
5.041,-1.401
9.08,3.712
5.178,-1.831
2.09,-3.262
0.229,-4.002
1.929,-5.931
3.048,-1.941
-0.38,-7.87
-6.599,-11.78
-0.579,-6.48
-3.079,-10.609
-4.74,-8.009
-5.05,-10.039
-6.901,-10.43
-6.399,-9.089
-7.279,-9.969
-6.201,-13.01
-7.071,-9.96
-6.491,-9.74
-4.002,-10.301
-2.201,-11.33
-2.212,-8.1
-2.332,-8.203
-2.732,-10.562
-3.92,-6.032
-2.861,-7.313
-4.509,-8.422
-2.861,-10.57
-2.54,-9.63
0.581,-4.613
-0.65,-3.06
-1.66,-7.519
-6.28,-10.549
-2.808,-14.108
1.261,-6.219
2.17,-0.279
6.237,0.6
7.3,1.439
5.889,1.36
4.819,0.57
1.791,-1.75
-1.25,-9.89
-2.47,-8.171
-4.12,-6.72
-5.921,-12.679
-9.391,-15.11
-6.664,-15.021
-0.994,-13.433
4.228,-8.142
1.719,-1.089
0.46,-8.768
2.82,-2.399
1.05,-1.33
2.112,-7.066
9.101,-1.227
2.463,-7.081
-2.357,-9.988
0.951,-6.159
2.101,-3.029
4.792,-4.73
10.692,-3.636
8.562,5.012
5.109,-3.07
11.228,-1.529
11.516,1.25
8.586,3.07
3.329,-1.58
7.139,-2.361
7.219,1.721
5.559,0.361
5.968,0.891
9.399,-0.831
8.593,2.279
8.817,3.878
8.388,2.97
9.28,3.099
10.279,4.691
10.47,5.941
9.869,1.342
6.809,4.68
13.106,-0.399
15.969,2.532
13.49,6.731
18.739,8.934
16.861,7.298
9.068,3.86
13.76,3.07
12.927,7.222
9.569,2.541
8.821,1.9
9.022,2.53
6.429,-0.098
12.788,0.102
18.388,5.112
20.929,8.32
22.249,8.592
19.391,6.633
26.867,8.522
22.31,13.11
12.042,2.811
9.139,3.171
14.228,5.742
12.799,8.009
12.638,5.96
14.708,8.18
16.038,10.26
18.958,11.04
20.578,13.94
24.788,13.651
26.808,13.472
28.449,12.019
23.291,12.472
17.711,9.341
10.331,4.792
12.439,4.582
16.768,7.792
23.121,11.662
20.302,9.732
25.33,10.371
22.216,8.721
15.909,8.023
17.839,7.363
18.181,8.934
22.957,15.27
21.219,14.892
22.087,14.032
23.758,14.562
26.818,16.323
25.345,15.695
26.208,19.102
26.918,18.183
22.398,7.794
22.858,8.653
27.058,14.811
25.957,19.272
26.935,19.592
25.409,19.949
22.31,14.651
27.199,19.633
25.031,20.572
22.541,13.443
21.701,11.303
30.669,16.833
29.65,19.523
28.241,13.171
20.451,10.403
16.582,7.195
18.419,7.234
23.128,10.213
25.559,12.213
23.632,14.724
25.241,18.462
20.024,10.286
19.879,11.912
24.099,15.902
24.41,15.311
21.779,8.971
23.389,10.773
26.459,14.033
28.018,17.504
28.498,20.462
29.238,21.621
32.179,20.331
30,21.651
31.41,18.043
30.32,23.362
23.572,12.922
27.318,14.853
27.631,19.432
25.94,17.135
23.33,18.803
28.798,19.843
27.478,17.384
26.039,15.072
33.008,21.831
29.722,19.353
30.358,21.102
32.239,20.012
29.97,21.504
28.447,18.152
30.698,18.732
34.55,20.781
32.939,24.7
30.881,23.311
28.608,19.151
32.539,21.442
33.839,22.101
31.398,23.601
28,22.37
25.849,19.322
27.098,15.773
28.359,15.963
27.91,19.731
28.019,20.132
25.41,17.236
27.368,17.761
26.759,17.783
29.139,18.083
29.557,20.371
29.119,19.912
27.369,21.251
29.408,21.821
28.008,21.462
29.798,19.192
31.138,21.612
31.586,22.811
30.609,23.821
28.241,20.702
27.558,21.341
25.561,18.792
25.521,15.413
28.348,20.462
25.949,19.802
22.262,14.636
18.683,15.538
29.478,15.871
28.579,20.942
28.289,22.252
30.929,21.903
28.13,19.041
26.729,16.094
28.098,16.592
28.578,18.432
29.108,19.372
30.419,20.182
30.748,21.441
29.728,21.523
27.238,22.421
28.35,20.791
29.98,21.73
26.37,22.15
26.189,16.002
27.358,15.403
27.831,20.191
27.649,18.102
25.438,14.953
27.078,16.221
28.31,17.452
23.031,10.094
22.429,10.063
21.471,16.492
28.368,17.024
26.58,21.461
21.221,13.702
21.359,12.47
18.841,12.942
19.17,9.831
24.109,10.182
28.45,14.312
30.125,18.891
29.66,21.399
26.507,12.103
18.23,12.232
23.5,11.821
18.571,7.453
17.42,6.426
20.029,9.553
23.069,9.763
23.938,12.183
24.367,12.612
21.019,10.952
14.611,9.172
9.38,4.732
9.261,4.622
14.009,4.323
18.059,3.333
24.687,6.513
18.072,7.194
20.28,4.574
15.572,6.021
9.53,5.162
9.57,3.672
13.202,6.132
21.43,9.022
20.541,13.292
18.998,13.271
16.999,11.494
11.012,5.929
12.47,5.082
15.42,8.52
9.423,0.735
12.511,3.431
15.57,3.353
9.62,5.921
5.51,2.071
8.3,0.059
7.161,4.173
7.229,0.353
9.27,-1.787
14.279,-0.777
8.77,-1.267
8.751,1.062
19.147,2.952
14.48,8.579
10.2,4.831
12.689,-0.247
18.733,5.032
15.343,3.822
17.338,8.091
11.37,2.291
2.89,-5.117
5.611,-4.827
15.688,-0.977
11.72,5.279
6.051,-0.567
3.21,-2.877
4.228,-2.618
3.62,-1.319
4.868,-4.049
6.028,-3.927
6.019,-1.728
7.478,-3.387
5.29,-0.097
6.969,4.05
5.57,0.182
3,-4.187
1.94,-1.707
1.691,-0.678
1.92,-1.339
4.36,-1.698
8.157,-0.908
6.069,0.862
0.012,-7.63
1.628,-5.4
3.348,-0.808
8.606,2.469
13.73,7.412
13.227,9.72
8.541,0.824
3.091,-2.699
-0.588,-5.418
3.66,-3.069
1.5,-2.509
-0.308,-4.62
0.87,-5.099
-1.89,-4.582
-3.222,-8.211
1.178,-3.841
-0.809,-11.221
-8.721,-12.699
-7.742,-13.802
-4.119,-9.721
0.3,-7.08
-1.439,-10.179
-10.801,-14.402
-5.29,-16.893
-4.64,-8.49
-2.451,-11.19
0.02,-5.1
-0.7,-10.761
-0.49,-8.959
-1.82,-5.529
-2.311,-9.539
-9.238,-13.867
-14.897,-20.096
-12.74,-24.468
-2.729,-16.997
-3.1,-13.828
-9.94,-17.109
-9.41,-18.56
-9.661,-15.867
-12.42,-16.701
-11.45,-18.019
-3.65,-12.52
-1.24,-6.889
-1.36,-5.73
-2.96,-8.55
-6.44,-12.046
-5.382,-17.238
-1.661,-15.588
-0.66,-8.68
-2.059,-8.148
-1.671,-10.758
-0.531,-10.839
-1.27,-11.189
1.551,-7.786
2.616,1.23
1.07,-0.51
-0.079,-1.31
-1.559,-6.53
-4,-6.83
-3.87,-12.031
0.9,-7.75
0.82,-10.46
-11.13,-16.05
-11.13,-13.42
-9.481,-16.104
-2.589,-11.323
0.39,-5.39
-0.11,-8.462
-3.951,-10.163
1.431,-7.08
1.951,-12.67
-13.14,-22.206
-5.429,-19.802
-0.73,-11.672
1.199,-8.451
2.279,-1.878
9.771,-0.6
12.073,1.581
12.166,4.441
12.007,4.11
10.167,-0.322
9.804,-0.48
8.194,5.679
7.877,0.96
6.418,-0.178
4.679,-0.811
5.559,-3.741
10.319,2.43
6.538,0.8
5.149,-0.08
0.589,-3.87
4.138,-3.149
2.629,-0.481
1.07,-1.941
1.188,-3.681
2.987,-1.021
4.657,-0.371
7.149,1.18
5.66,-0.619
12.246,-0.799
8.677,-1.049
3.649,-3.089
13.765,-1.719
10.216,-3.779
0.19,-2.719
-0.53,-4.97
-1.162,-4.689
1.759,-3.389
4.488,-1.48
6.178,-3.198
7.069,-1.51
9.439,2.451
9.059,2.701
13.168,1.703
11.479,1.422
18.738,1.312
19.454,8.102
