1980 1 1
0.188,-5.63
0.629,-6.311
-1.17,-2.52
-2.91,-6.181
-2.571,-5.66
-1.88,-12.158
0.67,-8.202
-8.01,-15.539
-7.4,-14.238
0.3,-13.528
4.501,0.291
-1.349,-10.171
0.78,-8.812
4.08,-0.28
5.461,-2.298
6.831,-0.828
9.932,4.791
4.551,-1.569
2.23,-3.73
0.22,-3.729
2.01,-5.67
3.361,-1.79
-0.289,-7.94
-5.629,-12.26
0.131,-5.899
-2.399,-9.429
-4.71,-7.27
-5.04,-9.42
-7.621,-10.941
-6.261,-9.553
-7.322,-10.161
-7.364,-15.477
-7.972,-11.004
-7.121,-10.203
-5.202,-12.606
-2.512,-12.886
-2.961,-8.152
-3.421,-10.594
-3.251,-12.564
-4.04,-7.192
-3.5,-8.902
-4.26,-11.232
-3.541,-11.965
-3.122,-11.685
0.558,-7.106
-0.37,-2.991
-1.44,-8.012
-7.303,-11.374
-2.893,-16.348
1.159,-6.453
1.548,0.27
3.092,0.8
7.65,1.701
6.26,1.49
5.01,0.62
1.94,-1.359
-1.02,-11.464
-2.32,-9.324
-4.471,-7.282
-6.643,-13.312
-10.422,-16.223
-8.663,-18.599
-3.463,-16.947
2.415,-10.085
1.149,-1.232
-0.042,-9.254
2.238,-2.902
0.98,-0.999
1.976,-7.126
8.447,-1.662
3.399,-7.511
-0.559,-8.96
1.951,-4.017
2.58,-2.66
6.82,-4.059
11.5,-0.948
9.491,6.251
5.19,-2.94
11.2,-0.979
10.822,1.56
7.993,2.72
3.389,-1.71
8.32,-1.941
8.07,2.661
6.46,0.48
6.159,0.62
10.29,-1.249
7.731,2.242
8.18,3.79
9.571,2.61
10.131,3.501
10.62,4.89
10.79,6.13
12.473,1.861
9.314,4.56
12.709,0.121
15.409,3.352
12.959,5.899
18.209,9.25
16.489,6.99
8.95,4.081
14.53,2.86
13.591,7.66
9.74,2.659
11.274,1.91
9.939,2.52
6.449,0.25
12.52,0.18
17.639,6.062
20.309,7.641
22.009,9.111
19.799,7.942
25.919,8.399
21.699,12.951
12.852,3.121
9.04,3.02
13.869,5.969
12.78,6.738
12.03,6.239
14.09,7.87
15.739,9.809
18.539,10.068
20.34,12.988
23.799,13.55
26.139,13.008
27.729,12.412
22.76,12.89
17.64,9.631
10.44,5.071
12.229,4.61
16.92,7.679
23.39,12.11
21.031,11.664
25.28,11.662
