1980 1 1
1.168,-5.3
1.339,-5.72
-0.73,-2.14
-2.301,-5.382
-3.48,-6.02
-2.11,-12.468
0.75,-8.463
-8.06,-16.229
-7.66,-14.667
0.532,-14.157
4.65,-0.318
-2.218,-10.231
0.951,-8.381
4.221,-0.068
5.562,-2.507
6.413,-0.807
8.432,4.364
3.89,-1.978
2.2,-4.01
0.25,-3.558
1.94,-5.549
2.661,-1.479
-0.739,-8.4
-5.117,-12.64
0.271,-5.758
-2.339,-8.25
-4.71,-6.579
-5.08,-9.519
-7.561,-10.87
-5.741,-9.072
-6.481,-9.591
-6.003,-12.785
-7.042,-9.503
-6.271,-8.532
-4.492,-10.664
-1.282,-10.525
-2.611,-6.551
-3.211,-9.243
-2.95,-10.994
-3.61,-6.341
-3.491,-8.083
-4.509,-11.431
-3.541,-10.523
-2.42,-10.612
1.559,-5.082
-0.209,-2.101
-1.279,-7.751
-6.662,-10.303
-1.952,-13.885
1.61,-5.411
2.28,0.341
6.654,0.721
7.431,1.983
6.23,1.62
4.79,0.06
1.879,-1.928
-1.129,-10.583
-1.98,-8.513
-4.001,-6.621
-5.703,-12.462
-9.892,-14.973
-7.973,-16.43
-2.714,-15.295
3.726,-8.563
1.4,-0.859
0.839,-7.882
2.898,-2.071
1.11,-0.928
3.107,-5.123
9.197,-0.562
3.361,-7.731
-0.229,-9.19
1.851,-4.166
1.98,-3.18
6.971,-4.539
10.489,-0.686
8.699,5.321
5.409,-3.041
10.6,-1.248
10.411,1.661
7.552,2.29
3.37,-1.771
8.47,-1.99
7.949,2.543
6.581,0.33
6.56,0.31
9.931,-1.539
7.79,1.574
8.03,3.361
9.561,2.529
9.172,3.761
10.38,4.33
10.79,5.76
12.753,1.951
10.701,4.29
12.919,0.043
15.509,3.682
13.129,6.218
18.519,9.25
16.289,6.95
8.34,3.571
14.801,2.28
13.201,8.131
9.621,2.749
11.016,1.76
9.359,2.34
7.279,-0.33
12.649,0.31
17.719,5.933
20.229,7.062
22.309,8.743
20.068,8.493
26.408,9.019
22.179,13.041
12.6,3.331
9.41,2.29
14.109,6.209
12.71,7.116
10.879,6.28
13.87,7.56
16.049,9.519
18.619,10.316
20.419,13.428
23.948,14.13
26.339,13.096
27.699,12.263
22.94,13.031
17.89,8.981
10.4,3.801
12.529,4.32
16.92,7.387
23.341,11.852
21.182,11.492
25.5,12.034
22.131,8.65
15.9,7.871
17.339,6.952
20.219,9.041
23.25,15.71
21.189,16.171
21.668,14.339
23.178,16.11
26.549,16.592
24.529,17.47
25.419,18.931
27.208,19.528
23.398,8.961
23.039,9.492
26.609,14.387
26.45,17.906
26.119,19.23
25.77,19.461
23.481,10.954
26.489,20.683
26.18,21.342
22.699,12.981
23.369,11.632
30.679,17.349
29.96,21.072
29.069,13.659
20.999,10.811
17.34,9.292
18.219,5.881
22.688,10.347
25.329,11.807
25.62,15.387
26.121,19.642
23.042,11.191
19.799,11.989
23.539,15.97
24.589,14.55
21.239,8.091
23.039,11.514
26.139,14.018
25.691,17.566
27.889,20.301
28.719,20.935
31.919,20.316
31.099,21.741
31.78,19.655
30.159,23.799
24.12,13.279
27.289,15.062
28.801,19.798
26.961,18.071
25.723,19.721
29.099,21.252
27.569,18.341
26.568,13.848
33.049,23.171
29.84,21.164
30.259,22.703
31.828,20.774
29.809,22.71
28.439,19.151
30.529,19.076
34.609,20.76
33.03,24.14
30.79,23.311
28.73,18.591
32.109,21.24
33.319,21.18
31.159,23.87
27.08,21.869
25.459,18.79
26.799,15.711
28.059,16.149
28.171,19.888
27.75,20.272
25.099,19.575
27.349,17.13
26.55,17.391
