,Portage River
3786,2.559999942779541
3787,0.0
3788,0.7799999713897705
3789,3.869999885559082
3790,0.0
3791,0.0
3792,0.0
3793,0.0
3794,14.25
3795,0.0
3796,0.0
3797,0.0
3798,0.0
3799,0.0
3800,0.0
3801,0.0
3802,36.83000183105469
3803,9.0
3804,0.0
3805,0.0
3806,0.0
3807,6.650000095367432
3808,12.880000114440918
3809,0.0
3810,0.0
3811,0.0
3812,0.0
3813,0.0
3814,8.430000305175781
3815,0.0
3816,0.0
3817,0.0
3818,0.0
3819,0.0
3820,0.0
3821,1.9900000095367432
3822,2.8299999237060547
3823,1.940000057220459
3824,3.0299999713897705
3825,0.0
3826,0.0
3827,0.0
3828,16.700000762939453
3829,0.0
3830,0.0
3831,0.0
3832,0.0
3833,0.0
3834,0.0
3835,0.0
3836,0.0
3837,0.0
3838,0.0
3839,4.090000152587891
3840,5.309999942779541
3841,22.049999237060547
3842,5.610000133514404
3843,17.469999313354492
3844,8.210000038146973
3845,0.0
3846,0.0
3847,0.0
3848,0.0
3849,0.0
3850,9.279999732971191
3851,7.340000152587891
3852,28.899999618530273
3853,0.0
3854,0.0
3855,0.0
3856,0.0
3857,0.0
3858,0.0
3859,0.0
3860,9.880000114440918
3861,0.0
3862,0.0
3863,0.0
3864,0.0
3865,14.920000076293945
3866,8.170000076293945
3867,2.380000114440918
3868,0.0
3869,0.0
3870,0.0
3871,0.0
3872,0.0
3873,41.970001220703125
3874,20.799999237060547
3875,0.0
3876,0.0
3877,0.0
3878,3.25
3879,7.309999942779541
3880,11.40999984741211
3881,5.260000228881836
3882,4.059999942779541
3883,0.0
3884,0.0
3885,0.0
3886,0.0
3887,0.0
3888,0.0
3889,0.9399999976158142
3890,0.0
3891,0.0
3892,0.0
3893,0.0
3894,0.0
3895,0.0
3896,0.0
3897,0.0
3898,16.31999969482422
3899,4.880000114440918
3900,50.16999816894531
3901,3.119999885559082
3902,0.0
3903,0.0
3904,0.0
3905,0.0
3906,15.819999694824219
3907,6.010000228881836
3908,2.5199999809265137
3909,0.0
3910,4.150000095367432
3911,3.1600000858306885
3912,0.0
3913,6.440000057220459
3914,4.420000076293945
3915,0.0
3916,0.0
3917,0.0
3918,0.0
3919,0.0
3920,0.0
3921,1.600000023841858
3922,0.0
3923,0.0
3924,0.0
3925,16.68000030517578
3926,4.210000038146973
3927,0.0
3928,0.0
3929,1.899999976158142
3930,10.430000305175781
3931,21.93000030517578
3932,11.84000015258789
3933,0.0
3934,3.369999885559082
3935,0.0
3936,0.0
3937,0.0
3938,0.0
3939,16.170000076293945
3940,2.7699999809265137
3941,0.0
3942,0.0
3943,9.699999809265137
3944,3.1500000953674316
3945,0.0
3946,0.0
3947,0.0
3948,0.0
3949,0.0
3950,0.0
3951,0.0
3952,0.0
3953,0.0
3954,0.0
3955,0.0
3956,0.0
3957,4.139999866485596
3958,13.949999809265137
3959,0.0
3960,0.0
3961,0.0
3962,6.599999904632568
3963,0.0
3964,1.5
3965,0.0
3966,0.0
3967,0.0
3968,0.0
3969,2.4000000953674316
3970,0.0
3971,0.0
3972,0.0
3973,0.0
3974,7.300000190734863
3975,7.309999942779541
3976,4.090000152587891
3977,0.0
3978,0.0
3979,2.0199999809265137
3980,7.340000152587891
3981,2.690000057220459
3982,0.0
3983,0.0
3984,0.0
3985,25.989999771118164
3986,13.100000381469727
3987,3.8299999237060547
3988,0.0
3989,0.0
3990,0.0
3991,0.0
3992,0.0
3993,0.0
3994,0.0
3995,0.0
3996,0.0
3997,14.15999984741211
3998,3.0899999141693115
3999,0.0
4000,5.53000020980835
4001,10.319999694824219
4002,0.0
4003,0.05999999865889549
4004,21.309999465942383
4005,17.280000686645508
4006,5.570000171661377
4007,0.0
4008,0.0
4009,0.0
4010,2.890000104904175
4011,0.0
4012,44.90999984741211
4013,11.520000457763672
4014,0.0
4015,0.0
4016,0.0
4017,0.0
4018,0.0
4019,1.9199999570846558
4020,0.0
4021,0.0
4022,0.0
4023,0.0
4024,3.109999895095825
4025,8.609999656677246
4026,0.0
4027,0.0
4028,0.0
4029,8.279999732971191
4030,2.7200000286102295
4031,0.0
4032,0.0
4033,0.0
4034,6.039999961853027
4035,0.0
4036,0.0
4037,0.0
4038,0.0
4039,0.9800000190734863
4040,0.0
4041,1.399999976158142
4042,0.0
4043,4.570000171661377
4044,0.0
4045,0.0
4046,0.0
4047,0.0
4048,0.0
4049,0.0
4050,0.0
4051,1.2999999523162842
4052,0.0
4053,0.0
4054,0.0
4055,0.0
4056,0.0
4057,0.0
4058,13.75
4059,5.860000133514404
4060,2.0399999618530273
4061,4.710000038146973
4062,1.4500000476837158
4063,2.4600000381469727
4064,2.0999999046325684
4065,0.0
4066,0.0
4067,0.0
4068,0.0
4069,0.0
4070,0.0
4071,0.0
4072,3.369999885559082
4073,2.0
4074,2.0199999809265137
4075,2.109999895095825
4076,2.069999933242798
4077,0.0
4078,6.920000076293945
4079,1.4299999475479126
4080,0.0
4081,0.0
4082,0.0
4083,0.0
4084,0.0
4085,0.0
4086,0.0
4087,0.0
4088,0.0
4089,0.0
4090,7.300000190734863
4091,1.8300000429153442
4092,0.0
4093,0.0
4094,2.7200000286102295
4095,6.739999771118164
4096,4.25
4097,0.0
4098,0.0
4099,1.6200000047683716
4100,9.630000114440918
4101,0.0
4102,0.0
4103,0.0
4104,0.5799999833106995
4105,0.0
4106,0.0
4107,0.0
4108,3.940000057220459
4109,0.0
4110,0.0
4111,0.0
4112,6.889999866485596
4113,4.070000171661377
4114,0.0
4115,0.0
4116,5.860000133514404
4117,5.869999885559082
4118,4.860000133514404
4119,3.7300000190734863
4120,18.799999237060547
4121,0.0
4122,0.0
4123,38.959999084472656
4124,14.140000343322754
4125,2.490000009536743
4126,0.0
4127,7.21999979019165
4128,0.0
4129,0.0
4130,0.0
4131,2.0299999713897705
4132,0.0
4133,0.0
4134,0.0
4135,1.7400000095367432
4136,0.0
4137,0.0
4138,0.0
4139,13.479999542236328
4140,0.0
4141,0.0
4142,3.0
4143,0.0
4144,0.0
4145,0.0
4146,0.0
4147,9.100000381469727
4148,0.0
4149,0.0
4150,6.78000020980835
4151,0.0
4152,0.0
4153,0.0
4154,0.0
4155,0.0
4156,0.0
4157,0.0
4158,0.0
4159,17.969999313354492
4160,21.610000610351562
4161,0.0
4162,0.0
4163,0.0
4164,22.530000686645508
4165,3.799999952316284
4166,0.0
4167,16.829999923706055
4168,0.0
4169,0.0
4170,0.0
4171,0.0
4172,0.0
4173,0.0
4174,0.0
4175,0.0
4176,8.550000190734863
4177,0.0
4178,0.0
4179,0.0
4180,10.199999809265137
4181,0.0
4182,0.0
4183,0.0
4184,0.0
4185,0.0
4186,0.0
4187,1.2799999713897705
4188,0.0
4189,0.0
4190,0.0
4191,0.0
4192,0.0
4193,0.0
4194,0.0
4195,5.599999904632568
4196,4.059999942779541
4197,0.0
4198,0.0
4199,6.730000019073486
4200,0.0
4201,0.0
4202,2.7799999713897705
4203,0.0
4204,0.0
4205,0.0
4206,0.0
4207,8.569999694824219
4208,0.0
4209,0.0
4210,0.0
4211,0.0
4212,0.0
4213,0.0
4214,0.0
4215,0.0
4216,15.989999771118164
4217,0.0
4218,3.240000009536743
4219,0.0
4220,0.0
4221,0.0
4222,0.0
4223,0.0
4224,0.0
4225,0.0
4226,0.0
4227,0.0
4228,5.639999866485596
4229,4.019999980926514
4230,0.0
4231,0.0
4232,0.0
4233,0.0
4234,15.800000190734863
4235,0.0
4236,0.0
4237,0.0
4238,0.0
4239,0.949999988079071
4240,0.0
4241,0.0
4242,0.0
4243,10.640000343322754
4244,0.0
4245,30.65999984741211
4246,14.819999694824219
4247,0.0
4248,0.0
4249,0.0
4250,0.0
4251,0.0
4252,0.0
4253,0.0
4254,0.0
4255,0.0
4256,1.5399999618530273
4257,0.0
4258,0.0
4259,0.0
4260,23.31999969482422
4261,0.0
4262,0.0
4263,0.0
4264,0.0
4265,0.0
4266,6.699999809265137
4267,0.0
4268,0.0
4269,0.0
4270,0.0
4271,0.0
4272,0.0
4273,0.0
4274,0.0
4275,0.0
4276,0.0
4277,0.0
4278,0.0
4279,8.430000305175781
4280,0.0
4281,0.0
4282,1.8799999952316284
4283,0.0
4284,0.0
4285,0.0
4286,0.0
4287,0.0
4288,0.0
4289,0.0
4290,15.390000343322754
4291,7.599999904632568
4292,2.2100000381469727
4293,1.2400000095367432
4294,0.0
4295,0.0
4296,6.039999961853027
4297,0.0
4298,2.9800000190734863
4299,0.0
4300,0.0
4301,4.159999847412109
4302,0.0
4303,0.0
4304,0.0
4305,5.539999961853027
4306,0.0
4307,0.0
4308,0.0
4309,0.0
4310,0.0
4311,11.890000343322754
4312,45.43000030517578
4313,16.709999084472656
4314,5.929999828338623
4315,0.0
4316,0.0
4317,8.600000381469727
4318,0.0
4319,4.090000152587891
4320,0.0
4321,0.0
4322,0.0
4323,0.0
4324,1.409999966621399
4325,0.0
4326,0.0
4327,0.0
4328,0.0
4329,0.0
4330,3.509999990463257
4331,0.0
4332,1.7999999523162842
4333,2.640000104904175
4334,0.0
4335,0.0
4336,8.880000114440918
4337,7.369999885559082
4338,14.210000038146973
4339,0.0
4340,0.0
4341,0.0
4342,2.7300000190734863
4343,0.0
4344,0.0
4345,3.0299999713897705
4346,1.7100000381469727
4347,2.380000114440918
4348,0.0
4349,0.0
4350,15.289999961853027
4351,2.5
4352,0.09000000357627869
4353,0.0
4354,0.0
4355,0.0
4356,0.0
4357,0.0
4358,0.0
4359,0.0
4360,5.099999904632568
4361,1.7300000190734863
4362,1.6100000143051147
4363,0.5799999833106995
4364,0.0
4365,0.0
4366,0.0
4367,0.0
4368,4.940000057220459
4369,0.0
4370,1.7200000286102295
4371,0.2199999988079071
4372,0.0
4373,0.0
4374,0.0
4375,0.0
4376,4.599999904632568
4377,2.6600000858306885
4378,0.0
4379,0.0
4380,0.0
4381,3.2799999713897705
4382,1.909999966621399
4383,0.0
4384,0.0
4385,0.0
4386,0.0
4387,0.4399999976158142
4388,0.6499999761581421
4389,0.0
4390,0.0
4391,2.0
4392,21.889999389648438
4393,5.940000057220459
4394,2.6500000953674316
4395,0.009999999776482582
4396,0.0
4397,0.0
4398,1.350000023841858
4399,0.0
4400,0.0
4401,1.7100000381469727
4402,1.149999976158142
4403,0.0
4404,3.490000009536743
4405,0.0
4406,0.0
4407,0.0
4408,0.0
4409,0.0
4410,1.4600000381469727
4411,0.0
4412,0.0
4413,0.0
4414,0.0
4415,0.0
4416,0.0
4417,2.2899999618530273
4418,2.0299999713897705
4419,0.0
4420,0.0
4421,0.0
4422,0.5799999833106995
4423,0.8600000143051147
4424,9.479999542236328
4425,9.920000076293945
4426,0.0
4427,2.4700000286102295
4428,12.3100004196167
4429,2.359999895095825
4430,0.0
4431,0.0
4432,0.0
4433,0.0
4434,0.0
4435,0.0
4436,0.0
4437,0.0
4438,3.7799999713897705
4439,0.0
4440,0.0
4441,0.0
4442,0.0
4443,0.0
4444,0.0
4445,10.359999656677246
4446,3.2799999713897705
4447,0.0
4448,5.269999980926514
4449,6.559999942779541
4450,0.0
4451,0.0
4452,0.0
4453,0.0
4454,0.0
4455,8.0
4456,0.0
4457,7.809999942779541
4458,0.0
4459,1.0700000524520874
4460,7.960000038146973
4461,4.400000095367432
4462,0.0
4463,0.0
4464,3.240000009536743
4465,3.9700000286102295
4466,3.299999952316284
4467,0.0
4468,4.920000076293945
4469,0.0
4470,7.28000020980835
4471,1.2200000286102295
4472,0.0
4473,2.190000057220459
4474,0.0
4475,0.0
4476,0.0
4477,0.0
4478,0.0
4479,0.0
4480,3.4000000953674316
4481,0.0
4482,0.0
4483,0.0
4484,0.0
4485,0.0
4486,21.34000015258789
4487,11.529999732971191
4488,5.96999979019165
4489,2.4600000381469727
4490,6.449999809265137
4491,7.889999866485596
4492,0.0
4493,3.740000009536743
4494,5.78000020980835
4495,4.010000228881836
4496,1.090000033378601
4497,0.0
4498,0.0
4499,4.03000020980835
4500,0.0
4501,0.0
4502,0.0
4503,0.0
4504,1.9600000381469727
4505,0.0
4506,0.0
4507,0.0
4508,5.269999980926514
4509,0.0
4510,0.0
4511,0.0
4512,0.0
4513,0.0
4514,0.8199999928474426
4515,0.0
4516,0.0
4517,12.130000114440918
4518,0.0
4519,0.0
4520,0.0
4521,0.0
4522,0.0
4523,30.3700008392334
4524,0.0
4525,2.0
4526,0.0
4527,0.0
4528,0.0
4529,16.780000686645508
4530,6.46999979019165
4531,0.0
4532,0.0
4533,0.0
4534,0.0
4535,1.6399999856948853
4536,5.949999809265137
4537,1.350000023841858
4538,2.299999952316284
4539,0.0
4540,0.0
4541,0.0
4542,0.0
4543,0.0
4544,0.0
4545,0.0
4546,0.0
4547,0.0
4548,39.709999084472656
4549,6.349999904632568
4550,4.789999961853027
4551,0.7900000214576721
4552,0.0
4553,0.0
4554,7.53000020980835
4555,3.309999942779541
4556,1.75
4557,0.0
4558,0.0
4559,0.0
4560,0.0
4561,0.0
4562,0.0
4563,0.0
4564,0.0
4565,2.130000114440918
4566,0.0
4567,0.0
4568,0.0
4569,0.0
4570,7.059999942779541
4571,0.0
4572,0.5799999833106995
4573,23.989999771118164
4574,14.3100004196167
4575,25.280000686645508
4576,4.769999980926514
4577,14.15999984741211
4578,7.690000057220459
4579,1.7200000286102295
4580,4.409999847412109
4581,12.470000267028809
4582,0.0
4583,3.0
4584,18.0
4585,0.0
4586,5.190000057220459
4587,6.960000038146973
4588,0.0
4589,0.0
4590,7.21999979019165
4591,21.510000228881836
4592,6.179999828338623
4593,0.0
4594,0.0
4595,5.059999942779541
4596,0.0
4597,0.0
4598,0.0
4599,2.8399999141693115
4600,0.0
4601,0.0
4602,15.279999732971191
4603,0.0
4604,10.619999885559082
4605,0.0
4606,10.899999618530273
4607,13.699999809265137
4608,0.0
4609,0.0
4610,10.680000305175781
4611,0.0
4612,0.0
4613,0.0
4614,0.0
4615,0.0
4616,9.149999618530273
4617,0.0
4618,6.840000152587891
4619,16.239999771118164
4620,2.7100000381469727
4621,0.0
4622,0.0
4623,0.0
4624,0.0
4625,7.860000133514404
4626,0.0
4627,0.0
4628,33.369998931884766
4629,17.579999923706055
4630,2.869999885559082
4631,0.0
4632,29.280000686645508
4633,0.0
4634,0.0
4635,0.0
4636,0.0
4637,0.0
4638,0.0
4639,0.0
4640,0.0
4641,18.850000381469727
4642,0.0
4643,16.40999984741211
4644,25.700000762939453
4645,0.0
4646,0.0
4647,0.0
4648,0.0
4649,1.649999976158142
4650,0.0
4651,0.0
4652,0.0
4653,0.0
4654,0.0
4655,0.0
4656,0.0
4657,0.0
4658,0.0
4659,0.0
4660,0.0
4661,9.199999809265137
4662,0.0
4663,4.0
4664,1.7300000190734863
4665,0.0
4666,11.949999809265137
4667,0.0
4668,16.09000015258789
4669,3.140000104904175
4670,1.6100000143051147
4671,0.0
4672,0.0
4673,2.549999952316284
4674,0.0
4675,0.0
4676,0.0
4677,0.0
4678,0.0
4679,0.0
4680,0.0
4681,0.5400000214576721
4682,0.0
4683,0.0
4684,6.389999866485596
4685,26.809999465942383
4686,12.460000038146973
4687,4.659999847412109
4688,1.7200000286102295
4689,1.1399999856948853
4690,0.0
4691,1.8700000047683716
4692,0.0
4693,0.0
4694,10.4399995803833
4695,14.399999618530273
4696,25.18000030517578
4697,4.480000019073486
4698,0.0
4699,0.0
4700,0.0
4701,0.0
4702,0.0
4703,0.0
4704,6.070000171661377
4705,4.300000190734863
4706,26.079999923706055
4707,4.400000095367432
4708,2.380000114440918
4709,0.0
4710,0.0
4711,0.0
4712,0.0
4713,0.0
4714,0.0
4715,0.0
4716,1.2899999618530273
4717,0.0
4718,0.0
4719,0.0
4720,0.0
4721,0.0
4722,0.0
4723,8.15999984741211
4724,2.9000000953674316
4725,1.2300000190734863
4726,0.0
4727,0.0
4728,0.0
4729,0.0
4730,0.0
4731,0.0
4732,0.0
4733,6.840000152587891
4734,0.0
4735,0.0
4736,0.0
4737,0.0
4738,0.0
4739,0.0
4740,0.0
4741,0.0
4742,0.0
4743,8.470000267028809
4744,38.349998474121094
4745,0.0
4746,3.450000047683716
4747,18.790000915527344
4748,16.809999465942383
4749,0.0
4750,0.0
4751,0.0
4752,0.0
4753,5.429999828338623
4754,5.309999942779541
4755,0.0
4756,13.869999885559082
4757,3.319999933242798
4758,0.0
4759,0.0
4760,0.0
4761,0.0
4762,0.0
4763,0.0
4764,3.049999952316284
4765,8.380000114440918
4766,2.75
4767,5.139999866485596
4768,2.5399999618530273
4769,0.0
4770,0.0
4771,1.2300000190734863
4772,0.0
4773,0.0
4774,0.0
4775,0.0
4776,0.0
4777,0.0
4778,0.0
4779,0.0
4780,1.3899999856948853
4781,0.0
4782,0.0
4783,0.0
4784,0.0
4785,0.0
4786,7.989999771118164
4787,9.430000305175781
4788,0.0
4789,0.0
4790,7.28000020980835
4791,2.819999933242798
4792,0.0
4793,0.0
4794,0.0
4795,2.9800000190734863
4796,13.600000381469727
4797,4.349999904632568
4798,1.059999942779541
4799,0.0
4800,1.9500000476837158
4801,0.0
4802,0.0
4803,0.0
4804,0.0
4805,0.0
4806,5.730000019073486
4807,21.450000762939453
4808,0.0
4809,0.0
4810,2.3299999237060547
4811,0.0
4812,1.6299999952316284
4813,4.519999980926514
4814,2.509999990463257
4815,0.0
4816,0.0
4817,0.0
4818,1.1100000143051147
4819,10.539999961853027
4820,0.0
4821,0.0
4822,5.909999847412109
4823,2.7699999809265137
4824,0.0
4825,11.119999885559082
4826,6.230000019073486
4827,2.740000009536743
4828,0.0
4829,0.0
4830,0.0
4831,0.0
4832,0.0
4833,0.0
4834,22.309999465942383
4835,7.159999847412109
4836,1.3899999856948853
4837,0.0
4838,0.0
4839,0.0
4840,0.0
4841,0.0
4842,1.5700000524520874
4843,21.190000534057617
4844,0.0
4845,2.759999990463257
4846,0.0
4847,0.9800000190734863
4848,0.0
4849,9.260000228881836
4850,0.0
4851,1.1200000047683716
4852,0.0
4853,6.610000133514404
4854,6.860000133514404
4855,0.0
4856,0.0
4857,0.0
4858,10.9399995803833
4859,11.350000381469727
4860,0.0
4861,0.0
4862,0.0
4863,3.759999990463257
4864,0.0
4865,0.0
4866,0.0
4867,0.0
4868,5.840000152587891
4869,0.0
4870,0.0
4871,0.0
4872,0.0
4873,0.0
4874,0.0
4875,0.0
4876,0.0
4877,0.0
4878,0.0
4879,0.0
4880,0.0
4881,0.0
4882,1.9600000381469727
4883,0.0
4884,0.0
4885,0.0
4886,1.940000057220459
4887,4.579999923706055
4888,3.430000066757202
4889,0.0
4890,0.0
4891,0.0
4892,3.8499999046325684
4893,0.0
4894,11.25
4895,0.0
4896,0.0
4897,0.0
4898,0.0
4899,12.5600004196167
4900,3.680000066757202
4901,0.0
4902,28.030000686645508
4903,30.989999771118164
4904,8.949999809265137
4905,0.0
4906,0.0
4907,0.0
4908,0.0
4909,5.400000095367432
4910,0.0
4911,0.0
4912,0.0
4913,0.0
4914,1.9800000190734863
4915,10.710000038146973
4916,0.0
4917,0.0
4918,0.0
4919,0.0
4920,30.1299991607666
4921,0.0
4922,0.0
4923,0.0
4924,0.0
4925,1.5
4926,2.240000009536743
4927,5.059999942779541
4928,0.0
4929,0.0
4930,0.0
4931,0.0
4932,12.920000076293945
4933,0.0
4934,0.0
4935,5.059999942779541
4936,9.359999656677246
4937,0.0
4938,2.4600000381469727
4939,0.0
4940,0.0
4941,0.0
4942,0.0
4943,3.0299999713897705
4944,1.7699999809265137
4945,0.0
4946,0.0
4947,0.0
4948,0.0
4949,0.0
4950,5.369999885559082
4951,0.0
4952,0.0
4953,0.0
4954,0.0
4955,0.0
4956,0.0
4957,3.180000066757202
4958,0.0
4959,7.079999923706055
4960,0.0
4961,0.0
4962,0.0
4963,0.0
4964,0.0
4965,0.0
4966,3.4800000190734863
4967,0.0
4968,0.0
4969,0.0
4970,0.0
4971,0.0
4972,0.0
4973,0.0
4974,0.0
4975,1.25
4976,0.0
4977,0.0
4978,0.0
4979,0.0
4980,0.0
4981,0.0
4982,0.0
4983,0.0
4984,0.0
4985,0.0
4986,3.7799999713897705
4987,3.5
4988,1.6200000047683716
4989,13.0600004196167
4990,15.979999542236328
4991,0.0
4992,4.039999961853027
4993,12.550000190734863
4994,0.0
4995,0.0
4996,1.7799999713897705
4997,0.0
4998,0.0
4999,0.0
5000,0.0
5001,5.960000038146973
5002,0.0
5003,2.440000057220459
5004,0.0
5005,0.0
5006,0.0
5007,1.2200000286102295
5008,0.0
5009,1.100000023841858
5010,3.1700000762939453
5011,0.0
5012,23.5
5013,6.099999904632568
5014,4.690000057220459
5015,2.619999885559082
5016,6.860000133514404
5017,0.0
5018,2.0799999237060547
5019,0.0
5020,0.0
5021,0.0
5022,0.0
5023,0.0
5024,0.0
5025,8.119999885559082
5026,8.020000457763672
5027,0.0
5028,0.0
5029,0.0
5030,0.0
5031,0.0
5032,0.0
5033,10.199999809265137
5034,12.3100004196167
5035,0.0
5036,1.7100000381469727
5037,6.670000076293945
5038,0.0
5039,0.0
5040,0.0
5041,0.0
5042,0.0
5043,0.0
5044,0.0
5045,0.0
5046,0.0
5047,8.4399995803833
5048,1.7000000476837158
5049,0.0
5050,3.359999895095825
5051,0.0
5052,3.7300000190734863
5053,0.0
5054,0.0
5055,0.0
5056,0.0
5057,0.0
5058,0.0
5059,0.0
5060,2.5399999618530273
5061,6.949999809265137
5062,13.800000190734863
5063,0.0
5064,16.030000686645508
5065,8.029999732971191
5066,3.1600000858306885
5067,0.0
5068,0.0
5069,0.0
5070,0.0
5071,0.0
5072,2.359999895095825
5073,2.319999933242798
5074,15.65999984741211
5075,6.099999904632568
5076,3.240000009536743
5077,0.0
5078,0.0
5079,0.0
5080,3.1600000858306885
5081,8.069999694824219
5082,12.380000114440918
5083,0.0
5084,1.7100000381469727
5085,0.0
5086,0.0
5087,0.550000011920929
5088,0.0
5089,0.0
5090,0.0
5091,0.0
5092,2.109999895095825
5093,0.3400000035762787
5094,0.0
5095,0.18000000715255737
5096,1.8899999856948853
5097,0.0
5098,6.920000076293945
5099,0.0
5100,2.0
5101,0.0
5102,1.850000023841858
5103,1.6399999856948853
5104,0.0
5105,0.0
5106,0.0
5107,0.0
5108,0.47999998927116394
5109,0.0
5110,0.0
5111,0.0
5112,2.700000047683716
5113,0.0
5114,3.1500000953674316
5115,8.270000457763672
5116,2.9800000190734863
5117,0.0
5118,0.0
5119,1.2899999618530273
5120,0.0
5121,0.0
5122,1.1200000047683716
5123,0.6200000047683716
5124,0.0
5125,7.96999979019165
5126,0.0
5127,0.0
5128,0.0
5129,0.0
5130,0.0
5131,0.0
5132,0.0
5133,0.4399999976158142
5134,7.21999979019165
5135,0.0
5136,25.09000015258789
5137,6.519999980926514
5138,3.430000066757202
5139,0.0
5140,0.6200000047683716
5141,0.0
5142,0.0
5143,0.0
5144,0.0
5145,0.0
5146,0.0
5147,4.380000114440918
5148,4.429999828338623
5149,0.0
5150,0.0
5151,0.0
5152,0.4699999988079071
5153,0.0
5154,0.0
5155,0.0
5156,0.0
5157,0.0
5158,0.0
5159,0.0
5160,0.0
5161,0.0
5162,7.369999885559082
5163,7.130000114440918
5164,0.0
5165,7.099999904632568
5166,0.0
5167,0.0
5168,0.0
5169,0.0
5170,0.0
5171,0.0
5172,0.0
5173,0.0
5174,4.880000114440918
5175,3.8399999141693115
5176,0.0
5177,7.300000190734863
5178,0.0
5179,0.0
5180,4.829999923706055
5181,1.5
5182,0.0
5183,0.0
5184,0.0
5185,0.550000011920929
5186,1.399999976158142
5187,0.0
5188,5.889999866485596
5189,3.119999885559082
5190,0.0
5191,0.800000011920929
5192,0.0
5193,0.0
5194,4.489999771118164
5195,0.0
5196,2.369999885559082
5197,0.0
5198,0.0
5199,0.0
5200,0.0
5201,6.800000190734863
5202,2.869999885559082
5203,0.0
5204,12.25
5205,9.380000114440918
5206,0.0
5207,0.0
5208,13.319999694824219
5209,2.140000104904175
5210,26.690000534057617
5211,7.309999942779541
5212,4.539999961853027
5213,0.0
5214,0.0
5215,0.0
5216,0.0
5217,0.0
5218,0.0
5219,0.0
5220,0.0
5221,0.0
5222,0.0
5223,0.0
5224,0.0
5225,8.020000457763672
5226,0.0
5227,5.829999923706055
5228,0.0
5229,12.09000015258789
5230,0.0
5231,0.0
5232,0.0
5233,0.0
5234,2.0299999713897705
5235,0.0
5236,4.929999828338623
5237,0.0
5238,0.0
5239,0.0
5240,6.300000190734863
5241,0.0
5242,0.0
5243,1.9199999570846558
5244,0.0
5245,0.0
5246,0.0
5247,0.0
5248,0.0
5249,0.0
5250,0.0
5251,0.0
5252,0.0
5253,1.4500000476837158
5254,6.059999942779541
5255,0.0
5256,0.0
5257,0.0
5258,0.0
5259,0.0
5260,3.0199999809265137
5261,0.0
5262,0.0
5263,0.0
5264,0.0
5265,0.0
5266,0.0
5267,0.0
5268,0.0
5269,0.0
5270,0.0
5271,0.0
5272,5.690000057220459
5273,4.860000133514404
5274,0.0
5275,0.0
5276,0.0
5277,0.0
5278,0.0
5279,0.0
5280,9.119999885559082
5281,0.0
5282,0.0
5283,20.90999984741211
5284,31.780000686645508
5285,5.630000114440918
5286,21.510000228881836
5287,0.0
5288,7.329999923706055
5289,4.940000057220459
5290,0.0
5291,0.0
5292,0.0
5293,0.0
5294,0.0
5295,5.659999847412109
5296,3.369999885559082
5297,4.53000020980835
5298,9.739999771118164
5299,0.0
5300,0.0
5301,0.0
5302,0.0
5303,0.0
5304,0.33000001311302185
5305,0.0
5306,0.0
5307,1.3799999952316284
5308,0.0
5309,0.0
5310,0.0
5311,4.699999809265137
5312,7.579999923706055
5313,0.0
5314,8.550000190734863
5315,4.260000228881836
5316,0.0
5317,13.09000015258789
5318,3.609999895095825
5319,0.0
5320,0.0
5321,0.0
5322,0.0
5323,0.0
5324,0.0
5325,15.239999771118164
5326,0.0
5327,0.0
5328,0.0
5329,0.0
5330,0.0
5331,2.1500000953674316
5332,3.859999895095825
5333,0.03999999910593033
5334,31.8799991607666
5335,0.0
5336,0.0
5337,0.0
5338,0.0
5339,0.0
5340,0.0
5341,18.350000381469727
5342,9.029999732971191
5343,0.0
5344,0.0
5345,3.690000057220459
5346,0.0
5347,0.0
5348,0.0
5349,5.130000114440918
5350,0.0
5351,1.8899999856948853
5352,0.0
5353,0.0
5354,0.0
5355,0.0
5356,0.0
5357,0.0
5358,0.0
5359,0.0
5360,0.0
5361,0.0
5362,0.0
5363,0.0
5364,0.0
5365,0.0
5366,0.0
5367,0.0
5368,1.1399999856948853
5369,0.8199999928474426
5370,0.0
5371,0.0
5372,0.0
5373,0.0
5374,0.0
5375,0.0
5376,8.010000228881836
5377,9.970000267028809
5378,1.9500000476837158
5379,1.4600000381469727
5380,1.5099999904632568
5381,0.0
5382,0.0
5383,0.0
5384,0.0
5385,0.0
5386,0.0
5387,0.0
5388,0.0
5389,0.0
5390,5.78000020980835
5391,0.0
5392,0.0
5393,0.0
5394,0.0
5395,0.0
5396,0.0
5397,0.0
5398,0.0
5399,0.0
5400,4.960000038146973
5401,0.0
5402,0.0
5403,0.0
5404,0.0
5405,0.0
5406,1.8700000047683716
5407,0.0
5408,0.0
5409,0.0
5410,0.0
5411,0.0
5412,0.0
5413,8.649999618530273
5414,4.03000020980835
5415,0.0
5416,3.059999942779541
5417,6.039999961853027
5418,7.079999923706055
5419,0.0
5420,0.0
5421,3.619999885559082
5422,16.270000457763672
5423,0.0
5424,0.0
5425,0.0
5426,0.0
5427,0.0
5428,0.0
5429,0.0
5430,0.0
5431,0.0
5432,0.0
5433,0.8700000047683716
5434,0.0
5435,0.0
5436,0.0
5437,0.0
5438,0.0
5439,0.0
5440,17.860000610351562
5441,0.0
5442,0.0
5443,0.0
5444,0.0
5445,0.0
5446,0.0
5447,3.619999885559082
5448,1.2000000476837158
