,Portage River
296,0.0
297,8.779999732971191
298,0.0
299,0.0
300,7.440000057220459
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.8199999928474426
308,0.0
309,0.0
310,0.0
311,1.2999999523162842
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,3.759999990463257
318,4.269999980926514
319,0.0
320,0.0
321,3.369999885559082
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,2.430000066757202
329,0.0
330,0.0
331,7.75
332,1.7400000095367432
333,1.2300000190734863
334,0.0
335,3.4200000762939453
336,3.440000057220459
337,0.0
338,0.0
339,0.0
340,4.329999923706055
341,4.300000190734863
342,11.140000343322754
343,2.799999952316284
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,1.190000057220459
350,0.0
351,0.0
352,0.44999998807907104
353,0.0
354,0.0
355,0.0
356,0.0
357,3.4200000762939453
358,3.8499999046325684
359,0.0
360,0.0
361,0.0
362,2.7899999618530273
363,7.599999904632568
364,0.36000001430511475
365,1.2300000190734863
366,1.7899999618530273
367,0.0
368,0.0
369,0.0
370,7.079999923706055
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,1.2699999809265137
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,5.71999979019165
396,9.829999923706055
397,0.0
398,0.0
399,0.0
400,1.2300000190734863
401,0.0
402,0.0
403,0.0
404,1.25
405,17.459999084472656
406,8.979999542236328
407,0.0
408,0.0
409,0.0
410,0.0
411,3.009999990463257
412,0.0
413,0.0
414,15.960000038146973
415,0.0
416,0.0
417,5.110000133514404
418,3.4100000858306885
419,0.0
420,0.0
421,0.0
422,0.9399999976158142
423,0.0
424,0.0
425,0.0
426,0.0
427,1.1100000143051147
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,1.6100000143051147
439,0.0
440,0.0
441,0.0
442,0.9100000262260437
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,9.199999809265137
450,0.0
451,0.0
452,3.799999952316284
453,0.0
454,0.0
455,0.0
456,0.0
457,3.950000047683716
458,3.609999895095825
459,0.0
460,0.0
461,0.0
462,6.570000171661377
463,0.0
464,2.940000057220459
465,7.829999923706055
466,2.3399999141693115
467,24.329999923706055
468,0.0
469,0.0
470,5.409999847412109
471,7.809999942779541
472,0.0
473,1.059999942779541
474,0.0
475,0.0
476,7.019999980926514
477,2.1700000762939453
478,1.7999999523162842
479,0.0
480,0.0
481,8.039999961853027
482,15.829999923706055
483,5.329999923706055
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,8.880000114440918
490,0.0
491,0.0
492,0.0
493,1.75
494,20.84000015258789
495,8.920000076293945
496,0.0
497,0.0
498,14.260000228881836
499,5.119999885559082
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,3.2899999618530273
511,13.710000038146973
512,1.5800000429153442
513,4.440000057220459
514,0.7699999809265137
515,0.0
516,0.0
517,0.0
518,11.010000228881836
519,0.0
520,8.460000038146973
521,0.0
522,0.0
523,41.2400016784668
524,18.579999923706055
525,0.0
526,0.0
527,0.0
528,42.2400016784668
529,6.0
530,0.0
531,3.390000104904175
532,0.0
533,0.0
534,0.0
535,0.0
536,30.530000686645508
537,15.029999732971191
538,0.0
539,30.440000534057617
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,4.929999828338623
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,12.619999885559082
565,20.329999923706055
566,5.690000057220459
567,0.0
568,0.0
569,0.0
570,10.329999923706055
571,9.329999923706055
572,11.460000038146973
573,7.889999866485596
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,6.650000095367432
580,0.0
581,2.4000000953674316
582,0.0
583,0.0
584,0.0
585,0.0
586,9.199999809265137
587,0.0
588,0.0
589,0.0
590,3.3399999141693115
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,3.109999895095825
604,5.849999904632568
605,29.059999465942383
606,21.84000015258789
607,6.28000020980835
608,18.799999237060547
609,20.780000686645508
610,11.9399995803833
611,8.479999542236328
612,2.4800000190734863
613,0.0
614,4.519999980926514
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,12.90999984741211
622,0.0
623,14.25
624,42.83000183105469
625,20.15999984741211
626,0.0
627,0.0
628,4.599999904632568
629,0.0
630,0.0
631,0.0
632,0.0
633,6.769999980926514
634,0.0
635,0.0
636,8.029999732971191
637,8.699999809265137
638,1.1100000143051147
639,0.0
640,0.0
641,0.0
642,13.449999809265137
643,7.510000228881836
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,12.510000228881836
655,6.360000133514404
656,0.0
657,0.0
658,0.0
659,12.369999885559082
660,3.890000104904175
661,0.0
662,3.5999999046325684
663,12.34000015258789
664,15.5600004196167
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,3.130000114440918
673,2.990000009536743
674,1.409999966621399
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,17.75
688,7.449999809265137
689,0.05000000074505806
690,0.0
691,1.8700000047683716
692,0.0
693,0.0
694,2.5899999141693115
695,0.0
696,0.0
697,0.0
698,8.699999809265137
699,4.329999923706055
700,0.0
701,3.680000066757202
702,4.28000020980835
703,0.0
704,0.0
705,3.430000066757202
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.550000011920929
715,7.039999961853027
716,1.8200000524520874
717,0.0
718,0.0
719,6.5
720,22.09000015258789
721,0.0
722,0.0
723,0.0
724,2.9800000190734863
725,3.4100000858306885
726,8.119999885559082
727,0.0
728,0.0
729,0.0
730,0.0
731,5.380000114440918
732,9.4399995803833
733,0.0
734,0.0
735,0.0
736,0.0
737,3.5
738,1.6699999570846558
739,0.0
740,0.0
741,2.5
742,2.430000066757202
743,0.0
744,2.2100000381469727
745,0.9599999785423279
746,0.28999999165534973
747,0.0
748,0.0
749,0.0
750,0.0
751,10.800000190734863
752,0.0
753,0.0
754,0.44999998807907104
755,0.0
756,0.0
757,0.0
758,18.18000030517578
759,17.8700008392334
760,17.190000534057617
761,0.0
762,6.039999961853027
763,7.28000020980835
764,1.4500000476837158
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.7599999904632568
777,2.8399999141693115
778,2.2899999618530273
779,1.4299999475479126
780,0.0
781,0.0
782,0.0
783,2.7899999618530273
784,1.559999942779541
785,0.0
786,0.0
787,0.0
788,0.0
789,4.920000076293945
790,7.480000019073486
791,7.019999980926514
792,15.449999809265137
793,0.0
794,0.0
795,0.0
796,0.0
797,2.0
798,0.0
799,7.28000020980835
800,0.0
801,0.0
802,0.0
803,5.690000057220459
804,18.040000915527344
805,0.0
806,0.0
807,4.650000095367432
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,4.829999923706055
814,0.0
815,0.0
816,0.0
817,0.0
818,9.699999809265137
819,0.0
820,0.0
821,0.0
822,0.0
823,10.770000457763672
824,11.930000305175781
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,4.789999961853027
836,5.460000038146973
837,0.6600000262260437
838,0.0
839,0.9599999785423279
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,10.84000015258789
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,1.809999942779541
868,6.099999904632568
869,5.690000057220459
870,12.430000305175781
871,22.25
872,0.0
873,0.0
874,0.0
875,25.729999542236328
876,33.08000183105469
877,7.769999980926514
878,3.390000104904175
879,3.0
880,2.309999942779541
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,16.1200008392334
896,16.440000534057617
897,0.0
898,0.0
899,4.710000038146973
900,10.65999984741211
901,5.340000152587891
902,6.019999980926514
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,17.780000686645508
909,11.800000190734863
910,0.0
911,0.0
912,19.920000076293945
913,17.959999084472656
914,0.0
915,0.0
916,1.0700000524520874
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,8.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,3.440000057220459
944,2.430000066757202
945,0.0
946,0.0
947,0.0
948,4.429999828338623
949,6.630000114440918
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,8.380000114440918
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.699999988079071
973,0.0
974,3.0
975,0.0
976,0.0
977,0.0
978,4.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,7.920000076293945
995,5.679999828338623
996,1.1799999475479126
997,10.90999984741211
998,14.670000076293945
999,15.829999923706055
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,8.770000457763672
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,4.110000133514404
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,1.8799999952316284
1032,0.0
1033,21.829999923706055
1034,21.579999923706055
1035,32.34000015258789
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,1.5299999713897705
1042,1.1200000047683716
1043,4.380000114440918
1044,8.449999809265137
1045,10.529999732971191
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,15.15999984741211
1053,14.149999618530273
1054,12.770000457763672
1055,0.0
1056,10.630000114440918
1057,3.2200000286102295
1058,3.7799999713897705
1059,5.610000133514404
1060,11.449999809265137
1061,9.170000076293945
1062,0.0
1063,0.0
1064,0.0
1065,1.399999976158142
1066,2.25
1067,2.869999885559082
1068,3.180000066757202
1069,0.0
1070,0.0
1071,0.0
1072,0.6600000262260437
1073,1.5299999713897705
1074,0.0
1075,0.0
1076,0.0
1077,9.960000038146973
1078,10.579999923706055
1079,7.510000228881836
1080,0.0
1081,0.0
1082,8.5
1083,0.0
1084,0.0
1085,3.5999999046325684
1086,2.0
1087,4.849999904632568
1088,11.630000114440918
1089,7.78000020980835
1090,5.949999809265137
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,2.630000114440918
1105,0.0
1106,0.0
1107,0.0
1108,0.47999998927116394
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,4.46999979019165
1116,5.579999923706055
1117,4.409999847412109
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,3.7100000381469727
1125,0.0
1126,4.239999771118164
1127,3.3499999046325684
1128,0.800000011920929
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,2.5199999809265137
1160,5.260000228881836
1161,4.78000020980835
1162,0.0
1163,4.820000171661377
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,2.140000104904175
1171,3.369999885559082
1172,8.460000038146973
1173,6.5
1174,5.650000095367432
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,4.010000228881836
1180,3.9100000858306885
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,8.300000190734863
1186,8.270000457763672
1187,2.799999952316284
1188,0.0
1189,3.869999885559082
1190,5.21999979019165
1191,5.059999942779541
1192,0.0
1193,9.300000190734863
1194,3.390000104904175
1195,3.390000104904175
1196,6.329999923706055
1197,12.779999732971191
1198,14.09000015258789
1199,0.0
1200,3.2799999713897705
1201,0.5099999904632568
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,7.340000152587891
1212,8.59000015258789
1213,10.520000457763672
1214,18.709999084472656
1215,12.239999771118164
1216,10.229999542236328
1217,5.559999942779541
1218,4.119999885559082
1219,0.0
1220,0.0
1221,0.0
1222,7.599999904632568
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,6.309999942779541
1229,6.110000133514404
1230,0.0
1231,0.0
1232,3.130000114440918
1233,6.420000076293945
1234,0.0
1235,9.649999618530273
1236,8.699999809265137
1237,0.0
1238,0.0
1239,6.739999771118164
1240,0.0
1241,0.0
1242,0.0
1243,8.020000457763672
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,4.5
1249,9.180000305175781
1250,8.960000038146973
1251,12.479999542236328
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,30.729999542236328
1273,21.920000076293945
1274,0.0
1275,9.15999984741211
1276,5.340000152587891
1277,0.0
1278,0.0
1279,13.399999618530273
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,12.369999885559082
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,7.53000020980835
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,11.819999694824219
1305,17.600000381469727
1306,16.06999969482422
1307,0.0
1308,0.0
1309,2.240000009536743
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,13.789999961853027
1317,12.0600004196167
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,7.190000057220459
1333,4.599999904632568
1334,0.0
1335,0.0
1336,12.970000267028809
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,26.479999542236328
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,4.429999828338623
1353,5.789999961853027
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,13.920000076293945
1372,11.140000343322754
1373,0.0
1374,0.0
1375,6.170000076293945
1376,0.0
1377,0.0
1378,12.699999809265137
1379,16.399999618530273
1380,33.459999084472656
1381,0.0
1382,0.0
1383,0.0
1384,1.6799999475479126
1385,2.0199999809265137
1386,0.0
1387,0.0
1388,13.579999923706055
1389,13.770000457763672
1390,1.3899999856948853
1391,0.0
1392,0.0
1393,2.3499999046325684
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,8.050000190734863
1400,18.770000457763672
1401,6.71999979019165
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,33.810001373291016
1409,6.46999979019165
1410,0.0
1411,0.0
1412,0.0
1413,19.510000228881836
1414,7.760000228881836
1415,0.0
1416,5.369999885559082
1417,6.519999980926514
1418,2.8499999046325684
1419,0.0
1420,1.2999999523162842
1421,11.149999618530273
1422,0.0
1423,0.0
1424,0.0
1425,18.40999984741211
1426,8.15999984741211
1427,0.0
1428,0.0
1429,0.0
1430,1.6799999475479126
1431,17.530000686645508
1432,4.690000057220459
1433,16.290000915527344
1434,15.8100004196167
1435,0.0
1436,1.850000023841858
1437,3.180000066757202
1438,1.5700000524520874
1439,8.949999809265137
1440,2.819999933242798
1441,0.0
1442,0.9300000071525574
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,1.9500000476837158
1449,12.609999656677246
1450,0.0
1451,0.8600000143051147
1452,0.0
1453,0.0
1454,0.0
1455,4.570000171661377
1456,7.369999885559082
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,4.590000152587891
1469,0.0
1470,0.0
1471,0.0
1472,0.949999988079071
1473,1.2400000095367432
1474,0.0
1475,0.0
1476,0.0
1477,0.3100000023841858
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,5.710000038146973
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,3.2799999713897705
1489,3.5799999237060547
1490,0.0
1491,0.0
1492,4.03000020980835
1493,2.1600000858306885
1494,1.6699999570846558
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,3.9000000953674316
1501,0.0
1502,0.6800000071525574
1503,13.079999923706055
1504,0.0
1505,0.0
1506,0.7699999809265137
1507,1.4800000190734863
1508,1.9700000286102295
1509,0.8899999856948853
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,7.650000095367432
1515,0.0
1516,0.0
1517,9.25
1518,2.9000000953674316
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,7.789999961853027
1524,0.0
1525,0.0
1526,0.0
1527,2.259999990463257
1528,0.0
1529,0.0
1530,0.0
1531,7.130000114440918
1532,3.3499999046325684
1533,0.0
1534,7.230000019073486
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,23.030000686645508
1540,12.800000190734863
1541,1.600000023841858
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,3.380000114440918
1547,4.099999904632568
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,4.949999809265137
1554,4.289999961853027
1555,3.4600000381469727
1556,0.8899999856948853
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,6.340000152587891
1563,3.0
1564,9.899999618530273
1565,2.5799999237060547
1566,2.619999885559082
1567,10.010000228881836
1568,3.5399999618530273
1569,0.0
1570,0.0
1571,0.0
1572,31.1200008392334
1573,16.989999771118164
1574,13.729999542236328
1575,0.0
1576,5.840000152587891
1577,8.489999771118164
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,5.650000095367432
1584,1.909999966621399
1585,0.0
1586,0.0
1587,4.429999828338623
1588,4.889999866485596
1589,1.2300000190734863
1590,0.0
1591,4.53000020980835
1592,0.0
1593,6.960000038146973
1594,0.0
1595,0.0
1596,0.0
1597,1.2100000381469727
1598,8.270000457763672
1599,14.609999656677246
1600,28.489999771118164
1601,3.140000104904175
1602,16.299999237060547
1603,0.0
1604,0.0
1605,11.289999961853027
1606,0.0
1607,7.25
1608,12.960000038146973
1609,6.96999979019165
1610,7.679999828338623
1611,0.0
1612,0.0
1613,7.269999980926514
1614,0.0
1615,0.0
1616,5.21999979019165
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,26.43000030517578
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,12.640000343322754
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,2.890000104904175
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,18.950000762939453
1646,3.990000009536743
1647,17.31999969482422
1648,0.0
1649,0.0
1650,7.480000019073486
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,5.46999979019165
1666,0.0
1667,14.819999694824219
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,1.6699999570846558
1675,12.970000267028809
1676,6.980000019073486
1677,0.0
1678,0.0
1679,5.960000038146973
1680,10.279999732971191
1681,0.0
1682,3.2100000381469727
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,6.139999866485596
1691,0.0
1692,0.0
1693,0.0
1694,0.6700000166893005
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,15.859999656677246
1703,0.0
1704,0.0
1705,8.119999885559082
1706,4.989999771118164
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,5.71999979019165
1713,4.269999980926514
1714,0.0
1715,0.0
1716,4.199999809265137
1717,5.179999828338623
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,7.300000190734863
1727,0.0
1728,14.510000228881836
1729,0.0
1730,2.880000114440918
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,3.7100000381469727
1740,8.649999618530273
1741,2.2100000381469727
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,1.9500000476837158
1748,4.760000228881836
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,7.550000190734863
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.5899999737739563
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,9.979999542236328
1766,0.0
1767,0.0
1768,8.359999656677246
1769,1.7699999809265137
1770,0.0
1771,0.0
1772,2.299999952316284
1773,4.28000020980835
1774,12.289999961853027
1775,6.480000019073486
1776,0.0
1777,0.0
1778,2.299999952316284
1779,4.46999979019165
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,10.260000228881836
1792,3.2799999713897705
1793,0.0
1794,4.059999942779541
1795,0.0
1796,5.059999942779541
1797,0.0
1798,0.0
1799,4.789999961853027
1800,1.7799999713897705
1801,0.0
1802,0.0
1803,2.2699999809265137
